"Item","Name","Namespace","Category","Current","Suggested","KnownCost","CostSource","Steps","IngredientCount","RecipeCount","Processes","Candidate","Flags"
"yuushya:chair_orange_concrete","chair_orange_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_pink_concrete","chair_pink_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_purple_concrete","chair_purple_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_acacia_wood","chair_raw_acacia_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_bamboo","chair_raw_bamboo","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_birch_wood","chair_raw_birch_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_cherry_wood","chair_raw_cherry_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_crimson_wood","chair_raw_crimson_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_dark_oak_wood","chair_raw_dark_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_jungle_wood","chair_raw_jungle_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_mangrove_wood","chair_raw_mangrove_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_oak_wood","chair_raw_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_spruce_wood","chair_raw_spruce_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_raw_warped_wood","chair_raw_warped_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_red_concrete","chair_red_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_white_concrete","chair_white_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chair_yellow_concrete","chair_yellow_concrete","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:chalk_box","Chalk Box","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:checkout_computer","Checkout Computer","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:chibi_0","Chibi Base Body","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_0_alt","Chibi Base Body (No Facial)","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_1","Chibi Eyes","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_2","Chibi Eye Highlights","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_3","Chibi Hair","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_4","Chibi Hair Strand","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_5","Chibi Hair Strand","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chibi_6","Chibi Hair Strand","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:chiseled_marble","Chiseled Marble 0","yuushya","manual","0",,"3","recipe","6","1","2","cutting","False",""
"yuushya:chiseled_marble_alt","Chiseled Marble 1","yuushya","manual","0",,"3","recipe","6","1","2","cutting","False",""
"yuushya:chiseled_vertical_marble","Chiseled Marble Column","yuushya","manual","0",,"3","recipe","6","1","3","cutting,recipe","False",""
"yuushya:chocolate_cake","Chocolate Cake","yuushya","meal","0","5","3","recipe","6","1","1","cutting","True","missing candidate"
"yuushya:chocolate_milk","Chocolate Milk","yuushya","animal","0","3","3","recipe","6","1","1","cutting","True","missing candidate"
"yuushya:chopping_board","Chopping Board","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:chopsticks","Chopsticks","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:christmas_hat","Santa Hat","yuushya","manual","0",,,"","0","0","0","","False",""
"yuushya:circle_0","Circle","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:circle_1","Small Circle","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:circle_hollow_0","Hollow Circle","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:circle_hollow_1","Small Hollow Circle","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:classic_terminal","Classic Terminal","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_half_round_windows_frame_top_left","Classical White Window Frame (Top Round Left)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_half_round_windows_frame_top_right","Classical White Window Frame (Top Round Right)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_door_top","Classical White Door Frame (Top)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_trim","Classical Marble Trim","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_window_bottom","Classical White Window Frame (Bottom)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_window_sideway_frame","Classical White Window Frame (Horizontal)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_window_top","Classical White Window Frame (Top)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_window_top_round","Classical White Window Frame (Top Round)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classical_white_window_top_round_alt","Classical White Window Frame (Top Round Alt)","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classroom_chair","Classroom Chair","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:classroom_desk","Classroom Desk","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:clock","Clock Template","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_black_concrete","clock_black_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_blue_concrete","clock_blue_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_brown_concrete","clock_brown_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_cyan_concrete","clock_cyan_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_gray_concrete","clock_gray_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_green_concrete","clock_green_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_light_blue_concrete","clock_light_blue_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_light_gray_concrete","clock_light_gray_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_lime_concrete","clock_lime_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_magenta_concrete","clock_magenta_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_orange_concrete","clock_orange_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_pink_concrete","clock_pink_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_purple_concrete","clock_purple_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_acacia_wood","clock_raw_acacia_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_bamboo","clock_raw_bamboo","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_birch_wood","clock_raw_birch_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_cherry_wood","clock_raw_cherry_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_crimson_wood","clock_raw_crimson_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_dark_oak_wood","clock_raw_dark_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_jungle_wood","clock_raw_jungle_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_mangrove_wood","clock_raw_mangrove_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_oak_wood","clock_raw_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_spruce_wood","clock_raw_spruce_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_raw_warped_wood","clock_raw_warped_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_red_concrete","clock_red_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_white_concrete","clock_white_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:clock_yellow_concrete","clock_yellow_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:closet_handle_left","Closet Handle Left","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:closet_handle_right","Closet Handle Right","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:clothes_showcase","Clothes Showcase","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:cluster_maple_leaves","Cluster Maple Leaves","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:cluster_oak_leaves","Cluster Oak Leaves","yuushya","blocked","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:cluster_sakura","Cluster Sakura","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:coconut","Coconut Drink","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:coffee_machine","Coffee Machine","yuushya","drink","0","5","3","recipe","6","1","1","cutting","True","missing candidate"
"yuushya:cold_juice_dispenser","Cold Drink Machine","yuushya","drink","0","5","3","recipe","6","1","1","cutting","True","missing candidate"
"yuushya:color_picker_item","Color Picker","yuushya","manual","0",,,"","0","2","1","recipe","False",""
"yuushya:colorful_acrylic","Colorful Acrylic","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:column","Column Template","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_acacia_blindwall","column_a_acacia_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_bamboo_blindwall","column_a_bamboo_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_birch_blindwall","column_a_birch_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_black_blindwall","column_a_black_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_blue_blindwall","column_a_blue_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_brown_blindwall","column_a_brown_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_cherry_blindwall","column_a_cherry_blindwall","yuushya","crop","0","10","10","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_a_crimson_blindwall","column_a_crimson_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_cyan_blindwall","column_a_cyan_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_dark_oak_blindwall","column_a_dark_oak_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_gray_blindwall","column_a_gray_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_green_blindwall","column_a_green_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_jungle_blindwall","column_a_jungle_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_light_blue_blindwall","column_a_light_blue_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_light_gray_blindwall","column_a_light_gray_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_lime_blindwall","column_a_lime_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_magenta_blindwall","column_a_magenta_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_mangrove_blindwall","column_a_mangrove_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_oak_blindwall","column_a_oak_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_orange_blindwall","column_a_orange_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_pink_blindwall","column_a_pink_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_purple_blindwall","column_a_purple_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_red_blindwall","column_a_red_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_spruce_blindwall","column_a_spruce_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_warped_blindwall","column_a_warped_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_white_blindwall","column_a_white_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_a_yellow_blindwall","column_a_yellow_blindwall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_acacia_planks","column_acacia_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_birch_planks","column_birch_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_black_bricks","column_black_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_black_concrete","column_black_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_black_wool","column_black_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_blue_concrete","column_blue_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_blue_metal","column_blue_metal","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_blue_wool","column_blue_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_blueprint","Prototype of Column","yuushya","manual","0",,,"","0","0","0","","False",""
"yuushya:column_bricks","column_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_brown_concrete","column_brown_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_brown_wool","column_brown_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_cobblestone","column_cobblestone","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_cut_tile","column_cut_tile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_cyan_concrete","column_cyan_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_cyan_wool","column_cyan_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_dark_oak_planks","column_dark_oak_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_decorative_black_wool","column_decorative_black_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_blue_wool","column_decorative_blue_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_brown_wool","column_decorative_brown_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_cyan_wool","column_decorative_cyan_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_gray_wool","column_decorative_gray_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_green_wool","column_decorative_green_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_light_blue_wool","column_decorative_light_blue_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_light_gray_wool","column_decorative_light_gray_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_lime_wool","column_decorative_lime_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_magenta_wool","column_decorative_magenta_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_orange_wool","column_decorative_orange_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_pink_wool","column_decorative_pink_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_purple_wool","column_decorative_purple_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_red_wool","column_decorative_red_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_white_wool","column_decorative_white_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_decorative_yellow_wool","column_decorative_yellow_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_egg_cobblestone","column_egg_cobblestone","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_embbed_dark_bricks","column_embbed_dark_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_embbed_magenta_pale_bricks","column_embbed_magenta_pale_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_embbed_pale_bricks","column_embbed_pale_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_fossilized_cobblestone","column_fossilized_cobblestone","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_grass","column_grass","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_gray_concrete","column_gray_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_gray_tile","column_gray_tile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_gray_wall","column_gray_wall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_gray_wool","column_gray_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_green_concrete","column_green_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_green_wool","column_green_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_jungle_planks","column_jungle_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_light_blue_concrete","column_light_blue_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_light_blue_wool","column_light_blue_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_light_gray_concrete","column_light_gray_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_light_gray_wool","column_light_gray_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_lime_concrete","column_lime_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_lime_wool","column_lime_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_magenta_concrete","column_magenta_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_magenta_wool","column_magenta_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_marble","column_marble","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_marble_bricks_0","column_marble_bricks_0","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_marble_bricks_1","column_marble_bricks_1","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_marble_cobblestone","column_marble_cobblestone","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_blue","column_market_block_blue","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_brown","column_market_block_brown","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_green","column_market_block_green","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_light_gray","column_market_block_light_gray","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_mixed","column_market_block_mixed","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_purple","column_market_block_purple","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_market_block_red","column_market_block_red","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_mossy_bricks","column_mossy_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_oak_planks","column_oak_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_orange_concrete","column_orange_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_orange_wool","column_orange_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_pale_bricks","column_pale_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pale_bricks_0","column_pale_bricks_0","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pale_bricks_1","column_pale_bricks_1","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pale_bricks_2","column_pale_bricks_2","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pale_bricks_3","column_pale_bricks_3","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_park_tile","column_park_tile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pink_concrete","column_pink_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_pink_wool","column_pink_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_purple_concrete","column_purple_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_purple_wool","column_purple_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_raw_acacia_wood","column_raw_acacia_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_bamboo","column_raw_bamboo","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_birch_wood","column_raw_birch_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_cherry_wood","column_raw_cherry_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_crimson_wood","column_raw_crimson_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_dark_oak_wood","column_raw_dark_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_jungle_wood","column_raw_jungle_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_mangrove_wood","column_raw_mangrove_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_oak_wood","column_raw_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_spruce_wood","column_raw_spruce_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_raw_warped_wood","column_raw_warped_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_red_bricks","column_red_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_red_concrete","column_red_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_red_wool","column_red_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_scarlet_tile","column_scarlet_tile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_smoke_bricks","column_smoke_bricks","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_smooth_dark_stonetile","column_smooth_dark_stonetile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_smooth_marble","column_smooth_marble","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_smooth_sandtile","column_smooth_sandtile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_smooth_stonetile","column_smooth_stonetile","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_spruce_planks","column_spruce_planks","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stone","column_stone","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_straw_mat_a","column_straw_mat_a","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_straw_mat_b","column_straw_mat_b","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_acacia_wood","column_stripped_acacia_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_birch_wood","column_stripped_birch_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_cherry_wood","column_stripped_cherry_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_crimson_stem","column_stripped_crimson_stem","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_dark_oak_wood","column_stripped_dark_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_jungle_wood","column_stripped_jungle_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_mangrove_wood","column_stripped_mangrove_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_oak_wood","column_stripped_oak_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_spruce_wood","column_stripped_spruce_wood","yuushya","blocked","0",,,"","0","1","1","cutting","False",""
"yuushya:column_stripped_warped_stem","column_stripped_warped_stem","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_white_concrete","column_white_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_white_wool","column_white_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:column_wore_lime_wall","column_wore_lime_wall","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_wore_stone","column_wore_stone","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_yellow_concrete","column_yellow_concrete","yuushya","manual","0",,,"","0","1","1","cutting","False",""
"yuushya:column_yellow_wool","column_yellow_wool","yuushya","animal","0","24","24","heuristic","0","1","1","cutting","True","missing candidate"
"yuushya:columned_sandstone_a","Columned Sandstone A","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:columned_sandstone_b","Columned Sandstone B","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:completely_broken_list","Completely Broken List","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:composite_building","Generator - Apartment Building","yuushya","manual","0",,,"","0","0","0","","False",""
"yuushya:cone","Cone","yuushya","manual","0",,"3","recipe","6","1","1","cutting","False",""
"yuushya:conehead","Conehead","yuushya","manual","0",,,"","0","0","0","","False",""
"yuushya:cook_gift_box","Cook Gift Box","yuushya","blocked","0",,,"","0","2","1","recipe","False",""
